Collection,SKU,Image,Barcode ,Products Name (TH),Products name (Eng),ราคาขายแนะนำ,RSP,ราคาทุน,Color ,Size,"Weight (G.)
น้ำหนัก","Width (Cm.)
กว้าง","Lenght (Cm.)
ยาว","height (Cm.)
สูง","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
30-50","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
51-100","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
101",Categories,Sub Category,Description (ภาษาไทย),Description,Ratings,"Shelf Life 
(Year)"
,OPS-02-013C,,8859771509005,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมะม่วง, เบอร์ 13","Protect suit, Mango, Size 13",590.00,16.99,191.00,Yellow,13,141 g,92,55.0,55.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-02-015C,,8859771509036,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมะม่วง, เบอร์ 15","Protect suit, Mango, Size 15",650.00,18.99,195.00,Yellow,15,197 g,102,58.0,58.0,455.61,31.89,487.5,12.99,0.91,13.90,25%,425.23,29.77,455.00,12.15,0.85,13,30%,394.86,27.64,422.5,11.28,0.79,12.1,35%,Protection Suit,,,,4,2
,OPS-04-002T,,8859771520505,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 2","Protection Suit - Foodie - Mangoesteen, Size 2",490.00,13.99,183.64,Yellow,2,42 g,18,25.0,25.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-003T,,8859771520512,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 3","Protection Suit - Foodie - Mangoesteen, Size 3",490.00,13.99,183.64,Yellow,3,42 g,21,28.0,28.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-004T,,8859771520529,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 4","Protection Suit - Foodie - Mangoesteen, Size 4",490.00,13.99,183.64,Yellow,4,61 g,23,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-005T,,8859771520536,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 5","Protection Suit - Foodie - Mangoesteen, Size 5",490.00,13.99,183.64,Yellow,5,69 g,26,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-007T,,8859771520543,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 7","Protection Suit - Foodie - Mangoesteen, Size 7",490.00,13.99,183.64,Yellow,7,78 g,32,35.0,35.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-009T,,8859771520550,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 9","Protection Suit - Foodie - Mangoesteen, Size 9",590.00,16.99,183.64,Yellow,9,97 g,36,42.0,42.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-011T,,8859771520567,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 11","Protection Suit - Foodie - Mangoesteen, Size 11",590.00,16.99,244.16,Yellow,11,109 g,41,50.0,50.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-013T,,8859771520574,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 13","Protection Suit - Foodie - Mangoesteen, Size 13",590.00,16.99,244.16,Yellow,13,141 g,46,55.0,55.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-015T,,8859771520581,"ชุดกันขนร่วง - ฟรุตตี้ คอลเลคชั่น - ลายมังคุด, เบอร์ 15","Protection Suit - Foodie - Mangoesteen, Size 15",650.00,18.99,244.16,Yellow,15,197 g,52,58.0,58.0,455.61,31.89,487.5,12.99,0.91,13.90,25%,425.23,29.77,455.00,12.15,0.85,13,30%,394.86,27.64,422.5,11.28,0.79,12.1,35%,Protection Suit,,,,4,2
"Fruity Collection 
Protection Suit",OPS-04-002F,,8859771520239,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 2","Protection Suit - Foodie - Fried Egg, Size 2",490.00,13.99,183.64,Yellow,2,42 g,18,25.0,25.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,"ใหม่! ชุดกันขนร่วงลายอาหารจานโปรดของน้องตัวแสบ จากคอลเล็คชั่น Foodie สีสันสดใส

แรงบันดาลใจจาก อาหารจานโปรด ซูชิ คุกกี้ และไข่ดาว มีหลายไซส์ เล็ก-ใหญ่

ผลิตจากผ้าสเปนเด็กซ์ ยืด 4 ด้าน นุ่มลื่น ใส่สบาย ไม่อึดอัด

 

ขนาดอาจมีความต่างกัน 1-3 ซม. ขึ้นอยู่กับการวัดของแต่ละบุคคล

การันตีคุณภาพสินค้า หากได้รับปัญหา ทำเรื่องเคลมสินค้าได้ (พร้อมหลักฐาน)

","Keep your furry friend stylishly protected with our Pet Foodie Protection Suit. This delightful suit combines vibrant, food-themed designs with practical protection, ensuring your pet stays safe and fashionable in any environment. Whether you're heading to the park, the beach, or just enjoying a sunny day, our Foodie Protection Suit offers the perfect blend of fun and functionality.

Key Features:

Adorable Fruit Designs: Each suit features charming, food-themed patterns, including Eggs,Cookies, Sushi giving off a colorful and vibrant touch.

Full Coverage Protection: Designed to provide comprehensive coverage, our suit shields your pet from environmental elements such as dirt, insects, and harmful UV rays.

Breathable and Comfortable Fabric: Made from high-quality, lightweight, and breathable materials, ensuring your pet stays cool and comfortable even on the hottest days.

Adjustable Fit: Comes in 9 sizes to fit pet of all sizes.
Multiple Sizes Available: Available in a range of sizes to accommodate small, medium, and large pets, ensuring a perfect fit for every furry friend.
",4,2
,OPS-04-003F,,8859771520246,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 3","Protection Suit - Foodie - Fried Egg, Size 3",490.00,13.99,183.64,Yellow,3,42 g,21,28.0,28.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-004F,,8859771520253,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 4","Protection Suit - Foodie - Fried Egg, Size 4",490.00,13.99,183.64,Yellow,4,61 g,23,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-005F,,8859771520260,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 5","Protection Suit - Foodie - Fried Egg, Size 5",490.00,13.99,183.64,Yellow,5,69 g,26,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-007F,,8859771520277,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 7","Protection Suit - Foodie - Fried Egg, Size 7",490.00,13.99,183.64,Yellow,7,78 g,32,35.0,35.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-009F,,8859771520284,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 9","Protection Suit - Foodie - Fried Egg, Size 9",590.00,16.99,183.64,Yellow,9,97 g,36,42.0,42.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-011F,,8859771520291,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 11","Protection Suit - Foodie - Fried Egg, Size 11",590.00,16.99,244.16,Yellow,11,109 g,41,50.0,50.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-013F,,8859771520307,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 13","Protection Suit - Foodie - Fried Egg, Size 13",590.00,16.99,244.16,Yellow,13,141 g,46,55.0,55.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-015F,,8859771520314,"ชุดกันขนร่วง - Foodie - ลายไข่ดาว, เบอร์ 15","Protection Suit - Foodie - Fried Egg, Size 15",650.00,18.99,244.16,Yellow,15,197 g,52,58.0,58.0,455.61,31.89,487.5,12.99,0.91,13.90,25%,425.23,29.77,455.00,12.15,0.85,13,30%,394.86,27.64,422.5,11.28,0.79,12.1,35%,Protection Suit,,,,4,2
,OPS-04-002D,,8859771520321,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 2","Protection Suit - Foodie - Cookie, Size 2",490.00,13.99,183.64,Blue,2,42 g,18,25.0,25.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-003D,,8859771520338,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 3","Protection Suit - Foodie - Cookie, Size 3",490.00,13.99,183.64,Blue,3,42 g,21,28.0,28.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-004D,,8859771520345,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 4","Protection Suit - Foodie - Cookie, Size 4",490.00,13.99,183.64,Blue,4,61 g,23,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-005D,,8859771520352,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 5","Protection Suit - Foodie - Cookie, Size 5",490.00,13.99,183.64,Blue,5,69 g,26,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-007D,,8859771520369,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 7","Protection Suit - Foodie - Cookie, Size 7",490.00,13.99,183.64,Blue,7,78 g,32,35.0,35.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-009D,,8859771520376,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 9","Protection Suit - Foodie - Cookie, Size 9",590.00,16.99,183.64,Blue,9,97 g,36,42.0,42.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-011D,,8859771520383,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 11","Protection Suit - Foodie - Cookie, Size 11",590.00,16.99,244.16,Blue,11,109 g,41,50.0,50.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-013D,,8859771520390,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 13","Protection Suit - Foodie - Cookie, Size 13",590.00,16.99,244.16,Blue,13,141 g,46,55.0,55.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-015D,,8859771520406,"ชุดกันขนร่วง - Foodie - ลายคุ้กกี้, เบอร์ 15","Protection Suit - Foodie - Cookie, Size 15",650.00,18.99,244.16,Blue,15,197 g,52,58.0,58.0,455.61,31.89,487.5,12.99,0.91,13.90,25%,425.23,29.77,455.00,12.15,0.85,13,30%,394.86,27.64,422.5,11.28,0.79,12.1,35%,Protection Suit,,,,4,2
,OPS-04-002G,,8859771520413,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 2","Protection Suit - Foodie - Sushi, Size 2",490.00,13.99,183.64,Green,2,42 g,18,25.0,25.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-003G,,8859771520420,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 3","Protection Suit - Foodie - Sushi, Size 3",490.00,13.99,183.64,Green,3,42 g,21,28.0,28.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-004G,,8859771520437,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 4","Protection Suit - Foodie - Sushi, Size 4",490.00,13.99,183.64,Green,4,61 g,23,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-005G,,8859771520444,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 5","Protection Suit - Foodie - Sushi, Size 5",490.00,13.99,183.64,Green,5,69 g,26,30.0,30.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-007G,,8859771520451,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 7","Protection Suit - Foodie - Sushi, Size 7",490.00,13.99,183.64,Green,7,78 g,32,35.0,35.0,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Protection Suit,,,,4,2
,OPS-04-009G,,8859771520468,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 9","Protection Suit - Foodie - Sushi, Size 9",590.00,16.99,183.64,Green,9,97 g,36,42.0,42.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-011G,,8859771520475,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 11","Protection Suit - Foodie - Sushi, Size 11",590.00,16.99,244.16,Green,11,109 g,41,50.0,50.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-013G,,8859771520482,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 13","Protection Suit - Foodie - Sushi, Size 13",590.00,16.99,244.16,Green,13,141 g,46,55.0,55.0,413.55,28.95,442.5,11.99,0.84,12.83,25%,385.98,27.02,413.00,11.03,0.77,11.8,30%,358.41,25.09,383.5,10.24,0.72,11.0,35%,Protection Suit,,,,4,2
,OPS-04-015G,,8859771520499,"ชุดกันขนร่วง - Foodie - ลายซูชิ, เบอร์ 15","Protection Suit - Foodie - Sushi, Size 15",650.00,18.99,244.16,Green,15,197 g,52,58.0,58.0,455.61,31.89,487.5,12.99,0.91,13.90,25%,425.23,29.77,455.00,12.15,0.85,13,30%,394.86,27.64,422.5,11.28,0.79,12.1,35%,Protection Suit,,,,4,2
,OSC-03-00SE,,8859771521267,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายข้าวปั้น, สีแดง, Size S","Pet Scarf- I'm So Hungry-rice ball pattern,Size S",249.00,7.99,57.20,Red,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,"คอลเลคชั่นสุดคิ้ว ตัวใหม่จาก Clawset ผ้าพันคอสัตว์เลี้ยง I'm so hungry

มี 6 ลายให้เลือก ตัวผ้าพันคอ DIY ใส่ได้หลายแบบ ปรับขนาดและระดับได้เยอะ

เหมาะกับวันสบายๆ ใส่ออกไปเที่ยวนอกบ้านกับคุณพ่อคุณแม่ ได้แบบเก๋ๆเลยค่ะ

ขนาดสินค้า
S : รอบคอ 26-32 ซม.
M : รอบคอ 36-48 ซม.
L : รอบคอ 45-58 ซม.
XL : รอบคอ 51-69 ซม.
2XL : รอบคอ 56-81 ซม.","Add a touch of charm and style to your pet's wardrobe with our Pawsome Pattern Pet Scarf Collection. These delightful scarves are designed to enhance your pet's look with playful patterns and vibrant colors. Perfect for any occasion, these scarves come in 6 unique designs, ensuring your pet always stands out with flair and personality.

Key Features:

Charming Patterns: Each scarf in our collection features a distinct and eye-catching pattern. 

Soft and Comfortable Fabric: Made from high-quality, lightweight cotton, these scarves are soft on your pet’s skin and comfortable for all-day wear.
Adjustable Fit: Designed to fit pets of all sizes, our scarves come with adjustable buttons to ensure a snug and secure fit without causing any discomfort.
Easy to Wear: Simple to put on and take off, these scarves are perfect for pets who love to accessorize without fuss.
Durable and Machine Washable: Built to withstand your pet’s active lifestyle, our scarves are durable and easy to clean, maintaining their vibrant colors and patterns wash after wash.
Versatile Style: Ideal for any occasion, whether it's a casual day out, a special event, or a fun photoshoot, these scarves add a touch of elegance and fun to your pet’s ensemble.
Available Patterns:

Sush, Cookies, Ice Cream, Jelly, Eggs, Fruits
",4,2
,OSC-03-00ME,,8859771521274,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายข้าวปั้น, สีแดง, Size M","Pet Scarf- I'm So Hungry-rice ball pattern,Size M",249.00,7.99,57.20,Red,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LE,,8859771521281,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายข้าวปั้น, สีแดง, Size L","Pet Scarf- I'm So Hungry-rice ball pattern,Size L",269.00,7.99,67.20,Red,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-0XLE,,8859771521298,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายข้าวปั้น, สีแดง, Size XL","Pet Scarf- I'm So Hungry-rice ball pattern,Size XL",269.00,7.99,67.20,Red,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLE,,8859771521304,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายข้าวปั้น, สีแดง, Size 2XL","Pet Scarf- I'm So Hungry-rice ball pattern,Size 2XL",299.00,8.99,77.20,Red,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
,OSC-03-00SI,,8859771521311,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายคุกกี้, สีส้ม, Size S","Pet Scarf- I'm So Hungry-Cookie Pattern,Size S",249.00,7.99,57.20,Orange,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00MI,,8859771521328,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายคุกกี้, สีส้ม, Size M","Pet Scarf- I'm So Hungry-Cookie Pattern,Size M",249.00,7.99,57.20,Orange,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LI,,8859771521335,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายคุกกี้, สีส้ม, Size L","Pet Scarf- I'm So Hungry-Cookie Pattern,Size L",269.00,7.99,67.20,Orange,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-0XLI,,8859771521342,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายคุกกี้, สีส้ม, Size XL","Pet Scarf- I'm So Hungry-Cookie Pattern,Size XL",269.00,7.99,67.20,Orange,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLI,,8859771521359,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายคุกกี้, สีส้ม, Size 2XL","Pet Scarf- I'm So Hungry-Cookie Pattern,Size 2XL",299.00,8.99,77.20,Orange,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
,OSC-03-00SF,,8859771521366,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไอศกรีม, สีเหลือง, Size S","Pet Scarf- I'm So Hungry-Ice cream Pattern,Size S",249.00,7.99,57.20,Yellow,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00MF,,8859771521373,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไอศกรีม, สีเหลือง, Size M","Pet Scarf- I'm So Hungry-Ice cream Pattern,Size M",249.00,7.99,57.20,Yellow,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LF,,8859771521380,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไอศกรีม, สีเหลือง, Size L","Pet Scarf- I'm So Hungry-Ice cream Pattern,Size L",269.00,7.99,67.20,Yellow,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-0XLF,,8859771521397,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไอศกรีม, สีเหลือง, Size XL","Pet Scarf- I'm So Hungry-Ice cream Pattern,Size XL",269.00,7.99,67.20,Yellow,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLF,,8859771521403,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไอศกรีม, สีเหลือง, Size 2XL","Pet Scarf- I'm So Hungry-Ice cream Pattern,Size 2XL",299.00,8.99,77.20,Yellow,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
,OSC-03-00SH,,8859771521410,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายเจลลี่, สีม่วง, Size S","Pet Scarf- I'm So Hungry-Jelly Pattern,Size S",249.00,7.99,57.20,Purple,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00MH,,8859771521427,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายเจลลี่, สีม่วง, Size M","Pet Scarf- I'm So Hungry-Jelly Pattern,Size M",249.00,7.99,57.20,Purple,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LH,,8859771521434,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายเจลลี่, สีม่วง, Size L","Pet Scarf- I'm So Hungry-Jelly Pattern,Size L",269.00,7.99,67.20,Purple,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
